athlete_id,name,name_alt,date_of_birth,gender,nations
13817,ROCA PENA Jean Pierre,NA,1992-12-17,M,COL
16391,TRAEDAL Sandra Instefjord,NA,1992-12-17,W,NOR
2978,CASTRO MARINO Victor,NA,1992-12-18,M,ESP
13064,POULSEN Amanda Novakowska,NA,1992-12-19,W,DEN
11549,"NAVARRETE Rosales Miguel",NA,1992-12-20,M,NCA
12805,PFLUG Shelby Elish,NA,1992-12-20,W,USA
13823,ROCHA Mayara,NA,1992-12-20,W,BRA
12755,PESALELI Bob,NA,1992-12-21,M,SAM
13502,RAVELO PEDRO,NA,1992-12-22,M,DOM
1172,ANDRIANASOLO Manampitiavana Mendrikaja,NA,1992-12-22,W,MAD
7566,JURECEK Jakub,NA,1992-12-23,M,CZE
12797,PETROVIC Bojan,NA,1992-12-23,M,SRB
13663,RI Myong Ryong,NA,1992-12-25,M,PRK
18089,ZUHAIB Zuhaib,NA,1992-12-25,M,PAK
4865,EZEALOR Blessing,NA,1992-12-26,W,NGR
1202,ANGONESE Manon,NA,1992-12-28,W,BEL
9348,LIN Chia-Mei,NA,1992-12-29,W,TPE
5722,GOMEZ Martin,NA,1992-12-30,M,ARG
13192,PUNTO Dewantoro,NA,1992-12-30,M,INA
2353,BOMIRIYAGE GOMAS Dinusha Hansani,NA,1992-12-30,W,SRI
10025,MANIRAT Phommavongsa,NA,1992-12-31,W,LAO
6,A.N. Perera,NA,1993-01-01,M,SRI
525,AL MORI Faisal,NA,1993-01-01,M,QAT
1740,BAKAR M. Ramadhan,NA,1993-01-01,M,ZAN
1881,BARRIOS Omar,NA,1993-01-01,M,ARG
1937,BATISTA PEREZ Yasiel,NA,1993-01-01,M,CUB
2106,BENLOUNES M Hamed,NA,1993-01-01,M,ALG
2861,CANTOS Diego,NA,1993-01-01,M,ECU
3776,D.S. Jayalath,NA,1993-01-01,M,SRI
4251,DIMOS Tinitua Timo,NA,1993-01-01,M,TAH
4272,DIONATHAN Joseph,NA,1993-01-01,M,MRI
4331,DOLGALEV Aleksei,NA,1993-01-01,M,KGZ
4654,ELION NDUNYAMA Jelgib,NA,1993-01-01,M,COD
6223,HAMOUD Dandar,NA,1993-01-01,M,KUW
6589,HILL Kurt,NA,1993-01-01,M,AUS
7189,JACK Rau,NA,1993-01-01,M,NT
9342,LIMES Jason J. P.,NA,1993-01-01,M,NMI
10491,MEHRAB Abdelhalim Abdelgadir Wagie,NA,1993-01-01,M,SUD
10657,MICHAELAS Christos,NA,1993-01-01,M,GBR
10907,MOHAMMAD Forhad Ali,NA,1993-01-01,M,BAN
10921,MOHAMMED Abujumma,NA,1993-01-01,M,JOR
10939,MOHD Hanie Bin Musa,NA,1993-01-01,M,MAS
11596,NEDELCHEV Antonov Ivelin,NA,1993-01-01,M,CYP
11721,NICOLL Jay,NA,1993-01-01,M,AUS
12362,PAKCHUNG Jonathan,NA,1993-01-01,M,AUS
13011,POMELILE Joe,NA,1993-01-01,M,NZL
13709,RILEY Pahio,NA,1993-01-01,M,TAH
13923,ROJAS DIAZ Daniel,NA,1993-01-01,M,CUB
14256,SAID Mortada Said Khalil,NA,1993-01-01,M,BRN
14394,SAN NICOLAS Angel L.C.,NA,1993-01-01,M,NMI
17130,W.K.M. De Siliva,NA,1993-01-01,M,SRI
351,AHLAM Al Muhallal,NA,1993-01-01,W,QAT
3914,DAURE Tau,NA,1993-01-01,W,PNG
4703,EMMANOUILIDI Charalampia,NA,1993-01-01,W,CYP
7956,KELLY Olivia,NA,1993-01-01,W,AUS
15327,SMYTH Sophie,NA,1993-01-01,W,SCO
16642,UMEIRA Mohideen,NA,1993-01-01,W,SRI
5324,GADMOR Hatem,NA,1993-01-02,M,LBA
7015,ILIE Ionut,NA,1993-01-02,M,ROU
14905,SHAN Mafung,NA,1993-01-02,M,RSA
5866,GRAMI Kleo,NA,1993-01-03,M,ALB
8720,KUDZIK Philip,NA,1993-01-03,M,GER
13652,RI Chol Byok,NA,1993-01-03,M,PRK
16371,TOUATEKINA Teremu,NA,1993-01-03,M,TAH
2750,CAKAL Eda,NA,1993-01-03,W,TUR
9581,LOPEZ RODRIGUEZ Kidaisha,NA,1993-01-03,W,PUR
3711,CRUZ Diana,NA,1993-01-04,W,MEX
5991,GUENARD Naima,NA,1993-01-04,W,PUR
8328,KISO Ana,NA,1993-01-04,W,SRB
7790,KARDES Sevket,NA,1993-01-05,M,TUR
8042,KHALFALLAH Abdelbassit,NA,1993-01-05,M,ALG
16192,THONGPHAK Ditsanan,NA,1993-01-05,M,THA
10992,MONASTERIO DOS ANJOS Marisol,NA,1993-01-05,W,ESP
7718,KANSIZOGLU Gulcihan,NA,1993-01-06,W,TUR
4446,DUDAS Istvan,NA,1993-01-07,M,HUN
6275,HARA Ryota,NA,1993-01-07,M,JPN
11415,"NAHI Faisal Ali Nahi",NA,1993-01-07,M,IRQ
1939,BATJARGAL Densmaa,NA,1993-01-07,W,MGL
16880,VASQUEZ ANANGONO Tatiana Margarita,NA,1993-01-07,W,ECU
6193,HAMAD Abdulrahman-Darwish,NA,1993-01-08,M,QAT
14204,SADYKOV Eduard,NA,1993-01-08,M,RUS
15688,SUFYAN Abu,NA,1993-01-08,M,PAK
14150,RYMKULOV Azamat,NA,1993-01-09,M,KAZ
18030,ZHUK Dzmitry,NA,1993-01-09,M,BLR
205,ACARTURK Sema,NA,1993-01-09,W,TUR
5123,FIGUEROA ROLDAN Yusleidy Mariana,NA,1993-01-09,W,VEN
10318,MATOS Yeritza,NA,1993-01-10,W,PUR
10319,MATOS ZAVAS Yeritza Marie,NA,1993-01-10,W,USA
2220,BIBIK Oleksii,NA,1993-01-11,M,UKR
2614,BUNSUK Tairat,NA,1993-01-11,M,THA
9277,LI-CIN-CHAI Tomas,NA,1993-01-11,M,LTU
9309,LICINCHAI Tomas,NA,1993-01-11,M,LTU
15531,STANULIS Zygimantas,NA,1993-01-11,M,LTU
17063,VITKAUSKAS Mantas,NA,1993-01-11,M,LTU
17211,WANG Xinyue,NA,1993-01-11,W,CHN
2204,BEZEK Emiliano Ezequiel,NA,1993-01-12,M,ARG
2404,BORQUEZ MENA Jose,NA,1993-01-12,M,MEX
12727,PEREZ PEREZ Victor,NA,1993-01-13,M,CUB
15639,STUCKART Sheldon Joseph,NA,1993-01-13,M,USA
13723,RIOS MENDOZA Maria Leonor,NA,1993-01-13,W,NCA
14713,SECHKA Viyaleta,NA,1993-01-13,W,BLR
185,ABU JAME Mohammad Ahmad Abdul K.,NA,1993-01-14,M,JOR
1895,BARTLETT Robert Henry,NA,1993-01-14,M,AUS
14975,SHERGILL Jaswant Singh,NA,1993-01-14,M,GBR
9240,LI Fabin,NA,1993-01-15,M,CHN
11219,MUHSEN Heileen,NA,1993-01-15,W,SYR
3107,CHANG Tsung-Pin,NA,1993-01-16,M,TPE
4936,FARDJALLAH Housseyn,NA,1993-01-16,M,ALG
12299,OZENOGLU Gokhan,NA,1993-01-16,M,TUR
13573,RENTERIA Fredy,NA,1993-01-16,M,COL
16995,VIERA ESPINOZA Hernan Moises,NA,1993-01-16,M,PER
16996,VIERA Hernan,NA,1993-01-16,M,PER
13266,QUINONEZ MARTINEZ Vanessa,NA,1993-01-16,W,COL
8206,KIM Jihyun,NA,1993-01-17,M,KOR
1157,ANDREASEN Sara Ellegaard,NA,1993-01-17,W,DEN
2791,CALZADILLA Lubdys,NA,1993-01-17,W,VEN
13583,RETAMALES CABRERA Mariana Paola,NA,1993-01-17,W,CHI
749,ALHAYEK Mohamad,NA,1993-01-18,M,SYR
7068,INNISS Brandon Einstein,NA,1993-01-18,M,BAR
17489,XIN Qiaohui,NA,1993-01-18,M,CHN
13830,RODE Anna,NA,1993-01-18,W,USA
17311,WHITING Hayley Elizabeth,NA,1993-01-18,W,NZL
1514,ATIKASARI Dwi,NA,1993-01-19,W,INA
17084,VOCI Natmira,NA,1993-01-19,W,ALB
1382,ARREGUIN GOMEZ Jessica Guadalupe,NA,1993-01-20,W,MEX
9611,LOVETT Bailey Anne,NA,1993-01-21,W,NZL
7778,KARAPETYAN Vladik,NA,1993-01-22,M,ARM
8426,KOCUM Kadir,NA,1993-01-22,M,TUR
8095,KHIBALOV Mukhamad,NA,1993-01-23,M,RUS
4889,FAHMY Israa Mohamed,NA,1993-01-23,W,EGY
7101,IS Sariye,NA,1993-01-23,W,TUR
2013,BEHERA Sonia,NA,1993-01-24,W,IND
2294,BLATCH Liv,NA,1993-01-24,W,ENG
2295,BLATCH Olivia Louise,NA,1993-01-24,W,GBR
12963,POGHOSYAN Hamlet,NA,1993-01-26,M,ARM
10537,MENAI Lazhar,NA,1993-01-27,M,ALG
11261,MUNOZ AGUIRRE Stefania,NA,1993-01-27,W,COL
705,ALEKSIDZE Viliamini,NA,1993-01-28,M,GEO
5685,GOKGOZ Ali,NA,1993-01-28,M,TUR
13351,RAJAPAKSHA Mudiyanselage S. K. R.,NA,1993-01-29,M,SRI
11191,MUDUNAVOCE Arieta,NA,1993-01-29,W,FIJ
16211,TIAN Yuan,NA,1993-01-29,W,CHN
9317,LIJOUOM NSANGOU Arouna,NA,1993-01-30,M,CMR
7850,KASTRINAKI Christina,NA,1993-01-31,W,GRE
809,ALIYEV Aghazaman,NA,1993-02-01,M,AZE
12538,PARK Yong-Jin,NA,1993-02-01,M,KOR
13377,RAMADAN Mohamed,NA,1993-02-01,M,EGY
16534,TUPUILIU Suitulaga,NA,1993-02-01,M,NIU
14993,SHICHINOHE Miku,NA,1993-02-01,W,JPN
9972,MAMADRAIMOV Aidar,NA,1993-02-02,M,KGZ
17648,YE Wei,NA,1993-02-02,M,CHN
17903,ZARZA Yorledis,NA,1993-02-02,W,COL
4088,DELGADO GAMBOA Martin Gabriel,NA,1993-02-04,M,VEN
10379,MAZUR Eric,NA,1993-02-04,M,CAN
11211,MUHAMMAD Hj Kamit,NA,1993-02-04,M,BRU
15742,SUN Wei,NA,1993-02-04,M,CHN
12756,PESALELI Bob,NA,1993-02-05,M,SAM
16060,TAUFA Michael Elborn,NA,1993-02-05,M,TGA
10819,MIZUOCHI Honami,NA,1993-02-05,W,JPN
13710,RIM Jong Sim,NA,1993-02-05,W,PRK
5770,GONZALEZ Irandy,NA,1993-02-06,W,DOM
48,ABDEL HAKIM Mohamed,NA,1993-02-07,M,EGY
3745,CUI Pengju,NA,1993-02-07,M,CHN
5883,GRECO FERLISI Antony,NA,1993-02-07,M,ITA
4082,DELGADO Anjara,NA,1993-02-07,W,ESP
17635,YASIN Riska Anjani,NA,1993-02-07,W,INA
3221,CHEN Lijun,NA,1993-02-08,M,CHN
16940,VELEZ GUZMAN Jose Miguel,NA,1993-02-08,M,COL
5343,GALARRAGA GODINES Yasiel,NA,1993-02-09,M,CUB
8899,LAHMA Ayub,NA,1993-02-09,M,MAR
14689,SCOTT Dylan,NA,1993-02-09,M,GBR
14221,SAFITRI Dewi,NA,1993-02-10,W,INA
5750,GONZALES Jefferson,NA,1993-02-12,M,VEN
11615,NEMER ASEFF Juan Nazur,NA,1993-02-12,M,BOL
11616,NEMER Juan,NA,1993-02-12,M,BOL
450,AKMAL Nurul,NA,1993-02-12,W,INA
11929,O Kum Gwang,NA,1993-02-13,M,PRK
8691,KRYSTMAN Anna,NA,1993-02-13,W,POL
10237,MARTIROSYAN Karen,NA,1993-02-14,M,RUS
11833,NOURALDIN A.S. DAWOUD Maha,NA,1993-02-14,M,PLE
4126,DENG Wei,NA,1993-02-14,W,CHN
14384,SAMUEL Ranuinu,NA,1993-02-14,W,PNG
15459,SOVALBARRO COCA Ninoska Carolina,NA,1993-02-14,W,NCA
6983,IDRISSOV Polat,NA,1993-02-15,M,KAZ
7237,JANG Jin Hui,NA,1993-02-15,W,PRK
6961,IBRAHIM Aishat,NA,1993-02-18,W,NGR
12500,PAREDES Roberto,NA,1993-02-19,M,ECU
12681,PENT Lembit,NA,1993-02-19,M,EST
13551,REISECKER Florin,NA,1993-02-19,M,AUT
17877,ZAPATA Fabio,NA,1993-02-22,M,BOL
7291,JASVIR Kaur,NA,1993-02-22,W,IND
9206,LESTARI Sonia Febriani,NA,1993-02-22,W,INA
16878,VASKOVA Barbora,NA,1993-02-22,W,CZE
8832,KWAPISZ Dominik Maciej,NA,1993-02-24,M,POL
9735,LUYOMBYA Silvester,NA,1993-02-24,M,UGA
11260,MUNNS Matthew Thomas,NA,1993-02-24,M,AUS
5136,FILIZ Kayhan,NA,1993-02-24,W,TUR
9653,LUBINA Mariia,NA,1993-02-24,W,RUS
7032,IMAD Halim,NA,1993-02-25,M,MAR
3947,DAVIS Wesley Valentino,NA,1993-02-26,M,RSA
13948,ROMANEC Tomasz,NA,1993-02-26,M,POL
1442,ASAYONAK Petr,NA,1993-02-27,M,"BLR, AIN"
11075,MORELO Luis,NA,1993-02-27,M,COL
825,ALJASIM Abdulbari Taher A.,NA,1993-02-28,M,KSA
15568,STEPHENS Taylor Michelle,NA,1993-02-28,W,USA
5895,GREGSON Joel Stephen,NA,1993-03-01,M,AUS
9563,LOPEZ Kidaisha,NA,1993-03-01,W,PUR
9925,MALANI Seruwaia,NA,1993-03-01,W,FIJ
12505,PARFENE Andreea Elena,NA,1993-03-01,W,ROU
16822,VAN GELDEREN Randolf Alex,NA,1993-03-02,M,NED
9481,LOBANOVA Svetlana,NA,1993-03-02,W,RUS
8093,KHEZEIQ Adham S A,NA,1993-03-03,M,PLE
10917,MOHAMMADPOURKARKARAGH Saeid,NA,1993-03-03,M,IRI
8270,KIM Youjin,NA,1993-03-03,W,KOR
10840,MO Fengjiao,NA,1993-03-03,W,CHN
17293,WEN Henry,NA,1993-03-04,M,AUS
6557,HERTLOVA Simona,NA,1993-03-04,W,CZE
17375,WINTERS Kathleen Danielle,NA,1993-03-04,W,USA
12495,PAREDES Jose,NA,1993-03-05,M,VEN
2333,BOLANOS MENDEZ Ricardo Alonso,NA,1993-03-06,M,CRC
3217,CHEN Ke-Wei,NA,1993-03-07,M,TPE
13340,RAJAB Abbas Majid,NA,1993-03-07,M,IRQ
12837,PHONNGAM Wannisa,NA,1993-03-07,W,THA
1710,BAHLOUL Rania,NA,1993-03-08,W,TUN
13115,PREISS Jessica,NA,1993-03-08,W,SUI
10207,MARTINEZ Henry,NA,1993-03-09,M,PUR
7724,KAO Chan-Hung,NA,1993-03-10,M,TPE
1575,AVILES CRUZ Joan,NA,1993-03-10,W,PUR
9757,MA Aye Cho,NA,1993-03-10,W,MYA
469,AKULAU Aliaksandr,NA,1993-03-11,M,BLR
1891,BARSEGYAN David,NA,1993-03-11,M,RUS
3727,CSATO Istvan,NA,1993-03-11,M,HUN
3423,CHOOMANEE Kanyaluk,NA,1993-03-11,W,THA
3424,CHOOMANEE Thunyaluk,NA,1993-03-11,W,THA
3252,CHEN Xinxiao,NA,1993-03-12,M,CHN
3809,DAENGSANAN Phongsathon,NA,1993-03-12,M,THA
10288,MATAM MATAM Olivier Heracles,NA,1993-03-12,M,CMR
10382,MBALLA NKE Cestin Olivier,NA,1993-03-12,M,CMR
4508,DUSMUROTOV Sardorbek,NA,1993-03-13,M,UZB
7104,ISAAC-SHAH Jamal,NA,1993-03-13,M,ENG
14317,SALDARRIAGA DIOSES Silvana Katiuzca,NA,1993-03-13,W,PER
4371,DOOLEY Shannen Guusta,NA,1993-03-14,W,NED
1118,ANAND A.,NA,1993-03-15,M,IND
15282,SLESAREVS Vadims,NA,1993-03-15,M,LAT
10523,MELIKYAN Raffi,NA,1993-03-16,M,ARM
17724,YOON Sujin,NA,1993-03-16,W,KOR
10103,MARGARYAN Smbat,NA,1993-03-17,M,ARM
6160,HAHN Victoria,NA,1993-03-17,W,AUT
9886,MAJERIKOVA Nikoleta,NA,1993-03-17,W,SVK
16381,TOVARLAZA Tia Sarah,NA,1993-03-17,W,CRO
6797,HSU Kai-Hsuan,NA,1993-03-18,M,TPE
15842,SZITA Alex,NA,1993-03-18,M,HUN
11303,MURGA Lionel,NA,1993-03-19,M,BOL
12815,PHAM Tuan Anh,NA,1993-03-20,M,VIE
13956,ROMERO Diego,NA,1993-03-21,M,COL
5574,GHANBARI Marzieh,NA,1993-03-21,W,IRI
8947,LAMI Mustafa,NA,1993-03-23,M,IRQ
14764,SELYUTIN Alexey,NA,1993-03-23,M,RUS
9312,LIEN Fang-Ju,NA,1993-03-23,W,TPE
18008,ZHONG Qihang,NA,1993-03-24,M,CHN
6866,HUGHES Laura Bethany,NA,1993-03-24,W,WAL
6659,HOJAMURADOV Shohrat,NA,1993-03-25,M,TKM
10884,MOHAMED Hassan,NA,1993-03-25,M,EGY
13525,REDA Hassan,NA,1993-03-25,M,EGY
17340,WILKS Cody Alexander,NA,1993-03-25,M,AUS
15580,STIDDARD Nicola,NA,1993-03-25,W,ENG
6579,HIDALGO Daniel,NA,1993-03-26,M,ECU
6910,HUSSEIN Goloum,NA,1993-03-26,M,KUW
3123,CHAOWANYEN Anuwat,NA,1993-03-28,M,THA
6719,HORVATH Radko,NA,1993-03-28,M,SVK
9231,LI Changchao,NA,1993-03-28,M,CHN
10871,MOHAMED ABDULLAH Fauzan Yahya,NA,1993-03-29,M,BRU
12175,ORTEGA CRUZ Erick,NA,1993-03-30,M,GUA
14665,SCHOLTE Phillipp,NA,1993-03-30,M,GER
10355,MAVROMMATI Maria,NA,1993-03-30,W,GRE
5754,GONZALEZ AYUSO Javier,NA,1993-03-31,M,ESP
5773,GONZALEZ Javier,NA,1993-03-31,M,ESP
14065,RUCI Sherjana,NA,1993-03-31,W,ALB
17622,YAO Chi-Ling,NA,1993-03-31,W,TPE
4114,DEMIRBAG Ozcan,NA,1993-04-01,M,TUR
11984,OFFIONG Charles Edem,NA,1993-04-01,M,NGR
9827,MAGDI Mohamed Mohamed Mohamed Elkhamisi,NA,1993-04-02,M,EGY
2442,BOUSALHAM Asmaa,NA,1993-04-02,W,MAR
15816,SYROTA Nataliya,NA,1993-04-02,W,UKR
15817,SYROTA Tetyana,NA,1993-04-02,W,UKR
6909,HUSSAIN Mohammad Jameer,NA,1993-04-03,M,IND
3536,CIUPAK Piotr,NA,1993-04-04,M,POL
6825,HUANG Hui-Lan,NA,1993-04-04,W,TPE
9296,LIAO Ling Wei Phillip,NA,1993-04-05,M,AUS
9576,LOPEZ Oscar,NA,1993-04-05,M,ESP
17537,YAKUTA Uladzimir,NA,1993-04-05,M,BLR
9325,LILLY Irizarry,NA,1993-04-07,W,PUR
5822,GORICHEVA Karina,NA,1993-04-08,W,KAZ
17452,WU Kirsten,NA,1993-04-08,W,AUS
7126,ISMAYILOV Kamran,NA,1993-04-09,M,AZE
16295,TOLEDO SIERRA Jesus Daniel,NA,1993-04-09,M,MEX
17466,WU Xianshu,NA,1993-04-09,M,CHN
4124,DENG Qiang,NA,1993-04-10,M,CHN
1482,ASRAROV Batyr,NA,1993-04-11,M,KAZ
2563,BRUNELLI Carlotta,NA,1993-04-11,W,ITA
2342,BOLIVAR FIGUEREDO Yardibith Vanessa,NA,1993-04-12,W,VEN
12332,PAEK Il Hwa,NA,1993-04-12,W,PRK
13106,PRATAP SINGH Sushmita Singh,NA,1993-04-13,W,IND
1268,APULI Eemi,NA,1993-04-14,M,FIN
11290,MURADYAN Misha,NA,1993-04-14,M,ARM
9694,LUKMAN Inas Nurneysia,NA,1993-04-14,W,INA
13026,POOLE Megan Leigh,NA,1993-04-15,W,USA
12568,PATERAK Victoria,NA,1993-04-16,W,GRE
11282,MUNOZ Wilson,NA,1993-04-18,M,COL
12604,PAVON FUNES Cristopher Joel,NA,1993-04-18,M,HON
9217,LEWI Bar,NA,1993-04-20,M,ISR
13196,PURICE Vlodut,NA,1993-04-20,M,ROU
8212,KIM Kuk Hyang,NA,1993-04-20,W,PRK
257,ADEYOMO David,NA,1993-04-21,M,NGR
12930,PIZANGO Rene,NA,1993-04-21,M,ECU
10700,MILANESI Chiara,NA,1993-04-21,W,ITA
17866,ZAMMIT STEVENS Yasmin,NA,1993-04-21,W,MLT
4204,DIAZ Jorge Daniel,NA,1993-04-22,M,COL
15083,SIDDEEK Mohomed Nadir,NA,1993-04-22,M,SRI
7932,KEARTLAND Simon Mark,NA,1993-04-24,M,IRL
15399,SON Younghee,NA,1993-04-24,W,KOR
6449,HEMILOMBOLO Jeancel,NA,1993-04-25,M,CGO
15428,SOTELO BARAJAS Moises Estaban,NA,1993-04-25,M,MEX
2950,CASARES Monica,NA,1993-04-25,W,VEN
6444,HELLEREN Kristian,NA,1993-04-27,M,NOR
13056,PORUTU Romano,NA,1993-04-27,M,TAH
5624,GIMENEZ GUERVOS Maria Jose,GIMENEZ GUERVOS PEREZ Maria Jose,1993-04-27,W,ESP
5626,GIMENEZ-GUERVOS PEREZ Maria Jose,NA,1993-04-27,W,ESP
9266,LI Yajun,NA,1993-04-27,W,CHN
3139,CHARRON Maude G,NA,1993-04-28,W,CAN
14115,RUSSO Giorgia,NA,1993-04-28,W,ITA
3225,CHEN Meilong,NA,1993-04-29,M,CHN
9507,LOLOHEA Charlie,NA,1993-04-30,M,FIJ
11505,"NARR Alexander",NA,1993-04-30,M,GER
14719,SEDERINO Andrea,NA,1993-04-30,M,ITA
16831,VANCUROVA Jaroslava,NA,1993-04-30,W,CZE
445,AKIN Melih,NA,1993-05-01,M,TUR
5489,GASIOR Jan,NA,1993-05-01,M,CZE
14776,SENARATHNA Milinda C.,NA,1993-05-01,M,SRI
12243,OTHMANI Aladdine,NA,1993-05-02,M,TUN
9906,MAKHIYANOVA Lyaysan,NA,1993-05-02,W,RUS
17717,YOO Da-Sol,NA,1993-05-02,W,KOR
949,ALRASHEED Reda Hussain A.,NA,1993-05-03,M,KSA
3548,CLEARY Marc,NA,1993-05-03,M,IRL
17808,YUSUPOV Muhamad,NA,1993-05-03,M,UZB
17265,WEE Jamie Emma,NA,1993-05-03,W,SGP
3654,CORTEZ Alejandro,NA,1993-05-06,M,CHI
9953,MALIGOV Adam,NA,1993-05-06,M,RUS
8648,KRASKA Katarzyna Wioleta,NA,1993-05-06,W,POL
15846,SZOSTAK Katarzyna,NA,1993-05-06,W,POL
13168,PRRONI Xhuljo,NA,1993-05-07,M,ALB
13798,ROBERTSON Marotea,NA,1993-05-07,M,TAH
2531,BROCK Miller Thomas,NA,1993-05-08,M,USA
11965,OCQUAYE Nii Nortey Solomon,NA,1993-05-09,M,GHA
16220,TIETIES Kermit,NA,1993-05-09,M,RSA
10923,MOHAMMED Hayder Habeeb,NA,1993-05-10,M,IRQ
1116,AN Yunmo,NA,1993-05-10,W,CHN
3927,DAVIDSDOTTIR Katrin Tanja,NA,1993-05-10,W,ISL
8575,KOSTOVA Boyanka Minkova,NA,1993-05-10,W,"BUL, AZE"
5894,GREGORY-HUNT Saxon,NA,1993-05-11,M,NZL
7433,JO Isac,NA,1993-05-11,M,KOR
8530,KORADA Ramana,NA,1993-05-11,M,IND
15675,SUBOH Abdallah Ismail Mohammad,NA,1993-05-11,M,JOR
16893,VASYLEVSKYI Roman,NA,1993-05-11,M,UKR
1533,ATYAN Karen,NA,1993-05-12,M,ARM
7585,KACANI Aleks,NA,1993-05-12,M,ALB
9385,LINDFORS Petri Mikael,NA,1993-05-12,M,FIN
17953,ZHANG Huacong,NA,1993-05-12,M,CHN
335,AGUILERA Zadayt,NA,1993-05-12,W,VEN
8934,LAM Jenny,NA,1993-05-12,W,USA
7795,KARI Steven Kukuna,NA,1993-05-13,M,PNG
9952,MALI Ganesh Chandrakant,NA,1993-05-14,M,IND
12222,OSSAMA Saad Abouelyazideid Khattab,NA,1993-05-14,M,EGY
16958,VENSKEL Aliaksandr,NA,1993-05-14,M,BLR
11181,MUA Eunice Kaute,NA,1993-05-15,W,SOL
4518,DZAGOEV Soslan,NA,1993-05-16,M,RUS
6438,HELD Mads,NA,1993-05-16,M,DEN
8868,LAE Lae Win,NA,1993-05-16,W,MYA
9846,MAHARANI,NA,1993-05-16,W,INA
16528,TUNCOZ Hilal,NA,1993-05-16,W,TUR
7833,KASAPOLLI Adhurim,NA,1993-05-17,M,KOS
6374,HASSINE Ghada,NA,1993-05-17,W,TUN
9622,LOZAS Pamela,NA,1993-05-17,W,MEX
15576,STEVENS Matthew,NA,1993-05-18,M,RSA
16393,TRAJANAUSKAS Raimondas,NA,1993-05-18,M,LTU
5908,GRIFFITHS Andrew,NA,1993-05-20,M,GBR
5909,GRIFFITHS Andy,NA,1993-05-20,M,ENG
7865,KATILA Venkata Lakshmi,NA,1993-05-20,W,IND
11952,OCHIENG Nelson,NA,1993-05-21,M,KEN
14996,SHIKOV Georgi Stoilov,NA,1993-05-21,M,BUL
17746,YOUNISS Abdelhafid,NA,1993-05-21,M,LBA
17899,ZARGARYAN Roman,NA,1993-05-21,M,UKR
8350,KLAVINSKIS Eriks,NA,1993-05-22,M,LAT
12848,PICHLER Christoph,NA,1993-05-22,M,GER
14047,ROZSNYIK Ervin,NA,1993-05-22,M,SRB
12406,PALSSON Jan Philip,NA,1993-05-23,M,SWE
3137,CHARNIGA Kelly Anne,NA,1993-05-23,W,USA
5280,FUENTES ZAVALA Aremi,NA,1993-05-23,W,MEX
14017,ROSSETTO Lorenzo,NA,1993-05-24,M,ITA
4428,DROZDZIEL Marta,NA,1993-05-24,W,POL
11279,MUNOZ RODRIGUEZ Giovani,NA,1993-05-25,M,PUR
7848,KASTENKA Liliya,NA,1993-05-25,W,BLR
10722,MILOSLAVICH Yazmin,NA,1993-05-25,W,PER
14977,SHERMETOVA Kristina,NA,1993-05-25,W,TKM
14100,RUIZ VAZQUEZ Juan Carlos,NA,1993-05-26,M,ESP
17986,ZHAO Yingying,NA,1993-05-26,W,CHN
1097,AMOLE James,NA,1993-05-29,M,NCL
2144,BERIS ESCALONA Eduar Jose,NA,1993-05-29,M,VEN
5212,FOSSUM Collin,NA,1993-05-29,M,USA
6146,HABIB Belay,NA,1993-05-29,M,ETH
13589,RETULAINEN Saara Sylvia Amanda,NA,1993-05-30,W,FIN
15235,SISOEVA Marina,NA,1993-05-30,W,UZB
7339,JENA Elimpha,NA,1993-06-01,W,IND
7699,KANEVA Marina,NA,1993-06-01,W,RUS
6076,GUO Zhimin,NA,1993-06-02,M,CHN
41,ABDALLA Nabil Abdelsalam Zayed Ibrahim,NA,1993-06-03,M,EGY
11707,NGUYEN Van Manh,NA,1993-06-03,M,VIE
14357,SALINAS PAVEZ Christian,NA,1993-06-03,M,CHI
9800,MADDEN Krystal Monique Tedtaotao,NA,1993-06-03,W,GUM
10132,MARINO Lincy,NA,1993-06-03,W,PLW
630,ALANANI Ibrahim Ehmeda,NA,1993-06-04,M,LBA
6257,HANNAH Kyle,NA,1993-06-04,M,USA
6960,IBRAHIM Aidnani,NA,1993-06-04,M,LBA
7457,JOHNSTON Robert,NA,1993-06-04,M,AUS
774,ALI Kh I. E. K. M. Abdulredha,NA,1993-06-05,M,KUW
8053,KHALJLI ALi,NA,1993-06-05,M,KUW
8882,LAGIKULA Igor Tasitolo,NA,1993-06-06,M,NCL
14625,SAYADYAN Azat,NA,1993-06-06,M,ARM
16292,TOKTOBAEV Zakhid,NA,1993-06-07,M,KGZ
805,ALINOROSOA Santatra Anita Abdallah,NA,1993-06-09,W,MAD
12516,PARK Huijin,NA,1993-06-09,W,KOR
15620,STRASSER Simon,NA,1993-06-11,M,AUT
9594,LORTKIPANIDZE Tatia,NA,1993-06-11,W,GEO
10958,MOJZES Marija,NA,1993-06-11,W,SRB
778,ALI Mohammed Ridha Ali,NA,1993-06-12,M,IRQ
1089,AMMAR Mahmoud Moursi Mohamed,NA,1993-06-12,M,EGY
5274,FUENTES BOLIVAR Jordys Manuel,NA,1993-06-12,M,VEN
8628,KOZLOWSKI Dominik Mateusz,NA,1993-06-14,M,POL
9737,LY Kheuakham,NA,1993-06-14,W,LAO
17990,ZHAPAROV Zhalil,NA,1993-06-15,M,KGZ
