athlete_id,name,name_alt,date_of_birth,gender,nations
5051,FERNANDES Toni,NA,1900-01-01,M,LUX
5524,GEHLEN Christophe,NA,1900-01-01,M,LUX
7933,KEBA Ingolf,NA,1900-01-01,M,GER
12748,PERPIGLIA Nicolas,NA,1900-01-01,M,SMR
14649,SCHEMBRI Emanuel,NA,1900-01-01,M,MLT
2793,CAMACHO Francy,NA,1900-01-01,W,VEN
17876,ZAORSKA Agnieszka,NA,1900-01-01,W,POL
15498,SRINIVASA Rao,NA,1950-01-01,M,IND
16131,TEPETOV Konstantinos,NA,1955-01-01,M,GRE
15488,SPRONK- van der Boon Mariet,NA,1955-04-13,W,NED
16782,VALENZUELA Daniel,NA,1955-06-07,M,MEX
15124,SILVA HEREDIA Tania Irasema,NA,1955-06-08,W,MEX
12152,ORENDAIN BECERRA Alejandra Leticia,NA,1955-06-09,W,MEX
8661,KRETTLY Marc,NA,1956-01-01,M,MON
849,ALLISON Heather Patricia,NA,1956-04-20,W,GBR
7495,JORGE Maria Elizabet,NA,1957-04-20,W,BRA
16817,VAN Dam- Cramer Eugenie,NA,1959-04-17,W,NED
7497,JORGENSEN Hans,NA,1960-03-27,M,DEN
16820,VAN der Stoep Yvonne,NA,1960-05-02,W,NED
6479,HERAK Peter,NA,1960-12-23,M,SVK
14566,SARKISIAN Yurik,NA,1961-01-01,M,AUS
2822,CAMPBELL Annette Doreen,NA,1961-10-24,W,GBR
7090,IP Wing-Yuk,NA,1961-11-11,W,HKG
2949,CASAPU Tudor,NA,1963-01-01,M,MDA
8129,KHRAPATYY Anatoliy,NA,1963-01-01,M,KAZ
4131,DENISOV Andrei,NA,1963-06-03,M,ISR
9387,LINDQUIST Mats,NA,1963-07-09,M,SWE
10528,MELO Julio,NA,1963-11-13,M,CHI
8667,KRISTJANSSON Gisli,NA,1964-01-01,M,ISL
12716,PEREZ Frank Alexis,NA,1964-07-10,M,DOM
3446,CHRISTOFORIDOU Maria Parthena,NA,1964-08-12,W,GRE
11039,MOOSDORF Rikke,NA,1964-09-02,W,DEN
5042,FENZL Edith,NA,1964-09-04,W,AUT
2460,BOZO Kristo,NA,1964-12-18,M,CRO
1076,AMETE Luaki,NA,1965-01-01,M,NCL
2079,BEN Medjghaia Ali,NA,1965-01-01,M,ALG
16678,URRUTIA Maria Isabel,NA,1965-01-01,W,COL
17160,WALLER Danielle,NA,1965-01-01,W,AUS
10369,MAYSMOR-GEE Jennifer,NA,1965-04-25,W,GBR
2511,BRICK Theresa,NA,1965-05-04,W,CAN
10924,MOHAMMED Jiwad Saleh,NA,1965-07-01,M,IRQ
10127,MARINEAU Guy,NA,1965-07-16,M,CAN
6543,HERR Henrik,NA,1965-08-07,M,DEN
8528,KOPYTOV Sergei,NA,1965-10-05,M,KAZ
14096,RUIZ OBANDO Maria Lourdes,NA,1965-10-15,W,NCA
9841,MAGRINI Fabio,NA,1965-12-23,M,ITA
2140,BERGMANIS Raimonds,NA,1966-01-01,M,LAT
2851,CANESTRIER Jean,NA,1966-01-01,M,MON
5858,GRACA Vitor Manuel,NA,1966-01-01,M,POR
7987,KERR Joseph,NA,1966-01-01,M,IRL
8715,KUDASHEVITZ Tevika,NA,1966-01-01,M,ISR
8876,LAFUENTE Rocha Sergio,NA,1966-01-01,M,URU
14043,ROZALINA Dionisio,NA,1966-01-01,M,NED
15090,SIEMION Krzysztof,NA,1966-01-01,M,POL
15187,SINGH Dalvir,NA,1966-01-01,M,IND
15214,SIONE Alesana,NA,1966-01-01,M,ASA
17299,WERSHEFANI Abdulsala,NA,1966-01-01,M,LBA
8937,LAM Wai Yee,NA,1966-02-11,W,HKG
9191,LEONIDIS Valerios,NA,1966-02-14,M,GRE
15911,TAKACS Maria,NA,1966-03-06,W,HUN
10340,MATZKU Jurgen,NA,1966-05-28,M,AUT
10361,MAY Peter,NA,1966-06-18,M,GBR
8929,LALLY Rosien,NA,1966-06-30,W,NED
6068,GUNTALI Matin,NA,1966-07-01,M,MAS
11760,NIRO Nancy,NA,1966-09-21,W,CAN
7112,ISKIN Silvie,NA,1966-09-23,W,FRA
2142,BERGSTROM Anders,NA,1966-10-21,M,SWE
15818,SYRTSOV Sergei,NA,1966-10-25,M,RUS
8811,KUTTLER Susanne,NA,1966-12-03,W,GER
17522,YAHIAOUI Abdelmanaane,NA,1966-12-06,M,ALG
13001,POLOM Roman,NA,1966-12-17,M,CZE
15630,STROUBOU Anna,NA,1966-12-29,W,GRE
1567,AVERY Nigel,NA,1967-01-01,M,NZL
4509,DUTHIE Christopher,NA,1967-01-01,M,AUS
5832,GORTIKOV Said-Magomed,NA,1967-01-01,M,AZE
9471,LLERENA Jose,NA,1967-01-01,M,ECU
10037,MANNIRONI Sergio,NA,1967-01-01,M,ITA
15709,SULEYMANOGLU Naim,NA,1967-01-01,M,TUR
30,ABBASOVA Tarana,NA,1967-01-01,W,AZE
11914,NYKANEN Markku,NA,1967-01-07,M,FIN
12911,PIRKKIO Jaarli,NA,1967-02-12,M,FIN
6464,HENRIKSEN Anita,NA,1967-03-28,W,DEN
5801,GOODMAN Harvey John,NA,1967-04-06,M,AUS
15551,STEINHOEFEL Ingo,NA,1967-05-29,M,GER
1942,BATMAZ Ergun,NA,1967-07-16,M,TUR
7934,KECHKO Oleg,NA,1967-08-28,M,BLR
15708,SULEYMANOGLU Hafiz,NA,1967-09-20,M,TUR
12832,PHILLIPS Willem,NA,1967-12-29,M,RSA
2567,BRUSOKAS S.,NA,1968-01-01,M,LTU
2679,BUZANCIC Mladen,NA,1968-01-01,M,CRO
3481,CHUN Yong-Sung,NA,1968-01-01,M,KOR
8587,KOUNEV Kiril,NA,1968-01-01,M,AUS
8627,KOZLOWSKI Andrzej,NA,1968-01-01,M,POL
11160,MOUSSAEV Ramzan,NA,1968-01-01,M,AZE
12392,PALISSOT Eric,NA,1968-01-01,M,SUI
9704,LUNDAHL Karoliina,NA,1968-01-01,W,FIN
12698,PEREA Alejandra Maria,NA,1968-01-01,W,COL
13253,QUEZADA Sencion,NA,1968-01-01,W,DOM
2776,CALLARD Andrew,NA,1968-01-04,M,GBR
8754,KUNJARANI Nameirakpam Devi,NA,1968-03-01,W,IND
10290,MATEAS Adrian Claudiu,NA,1968-03-11,M,ROU
13150,PROCHOROW Dmitri,NA,1968-03-16,M,GER
11100,MOROZOVS Vladimirs,NA,1968-04-21,M,LAT
2652,BUSBY Norvell,NA,1968-06-15,M,NED
14718,SEDERHOLM Katariina,NA,1968-06-19,W,NOR
8839,KYAPANAKTSYAN Khachatur,NA,1968-06-24,M,ARM
9509,LOLOHEA Maamaloa,NA,1968-06-27,M,TGA
16330,TORAZZA Manuela,NA,1968-06-27,W,ITA
6463,HENRICUS Gilbert,NA,1968-07-17,M,NED
14174,SAARI Maria,NA,1968-08-05,W,FIN
3539,CLARK Rachel,NA,1968-08-06,W,GBR
10707,MILITOSYAN Israil,NA,1968-08-17,M,ARM
5193,FOLDI Csilla,NA,1968-08-25,W,HUN
3564,COFALIK Andrzej,NA,1968-09-08,M,POL
5044,FERI Attila,NA,1968-09-24,M,HUN
12912,PIRKKIO Riitta,NA,1968-10-08,W,FIN
2020,BEITER Tina,NA,1968-12-09,W,DEN
297,AGGDUNE Djamel,NA,1969-01-01,M,ALG
3644,CORONADO Yalibat Luis,NA,1969-01-01,M,GUA
7255,JANSKI Viktor,NA,1969-01-01,M,UZB
7466,JON Chol Ho,NA,1969-01-01,M,PRK
9940,MALDZIUS Erikas,NA,1969-01-01,M,LTU
11921,NYU Slavik,NA,1969-01-01,M,KAZ
15563,STEPHEN Marcus,NA,1969-01-01,M,NRU
17136,WADJA Georges,NA,1969-01-01,M,CMR
7984,KERKELOVA Daniela,NA,1969-01-01,W,BUL
1808,BANKE Peter,NA,1969-01-05,M,DEN
219,ACONITI Isabella,NA,1969-02-11,W,ITA
16887,VASQUEZ MENDOZA Orlando Antonio,NA,1969-03-13,M,NCA
12687,PERA Sam,NA,1969-04-04,M,COK
8250,KIM Tae-Hyun,NA,1969-04-07,M,KOR
15910,TAKACS Erika,NA,1969-04-18,W,HUN
5453,GARCIA SANCHEZ Jose Antonio,NA,1969-04-20,M,NCA
1068,AMDAHL Beate,NA,1969-05-06,W,NOR
14032,ROVATTI Andrea,NA,1969-05-16,M,ITA
17739,YOTOV Yoto,NA,1969-05-22,M,CRO
11123,MOSQUERA Mabel,NA,1969-07-01,W,COL
3511,CIHAREAN Traian,NA,1969-07-13,M,ROU
7641,KAKIASVILIS Akakios,NA,1969-07-13,M,GRE
17285,WELLER Ronny,NA,1969-07-22,M,GER
3149,CHATZIAVRAMIDOU Evdokia,NA,1969-07-22,W,GRE
12706,PERESZTEGINE-Markus Erzsebet,NA,1969-08-23,W,HUN
17941,ZEREBKOVS Aleksandrs,NA,1969-09-06,M,LAT
6352,HASEGAWA Noriko,NA,1969-09-13,W,JPN
18055,ZILITIS Dainis,NA,1969-09-14,M,LAT
10993,MONASTERIO Maria Teresa,NA,1969-10-15,W,BOL
3073,CHAKHOYAN Sergo,NA,1969-12-09,M,AUS
13162,PRONGUE Gabriel,NA,1969-12-24,M,SUI
9686,LUKAC Rudolf,NA,1969-12-29,M,SVK
7250,JANICEK Peter,NA,1969-12-31,M,SVK
1799,BANDJAK Peter,NA,1970-01-01,M,AUS
2181,BESSAEV Ruslan,NA,1970-01-01,M,AZE
2541,BROWN Damian,NA,1970-01-01,M,AUS
3306,CHEVRIER Eric,NA,1970-01-01,M,CAN
3551,CLERC Redjean,NA,1970-01-01,M,SUI
5109,FIAY Martin,NA,1970-01-01,M,PNG
6868,HUGUENIN Thierry,NA,1970-01-01,M,SUI
6915,HUSTER Marc,NA,1970-01-01,M,GER
7004,IKEHATA Hiroshi,NA,1970-01-01,M,JPN
7770,KARAPETYAN Aleksan,NA,1970-01-01,M,AUS
13547,REIJONEN Mika,NA,1970-01-01,M,FIN
13621,REYES Plaiter,NA,1970-01-01,M,DOM
14978,SHERWYN Arik,NA,1970-01-01,M,ISR
15069,SHUVAEV Mikhail,NA,1970-01-01,M,TKM
15297,SMELSTORIUS Zydrunas,NA,1970-01-01,M,LTU
17140,WAHAB Mohammed,NA,1970-01-01,M,NED
17156,WALKER Graham,NA,1970-01-01,M,AUS
10249,MARX Ingeborg,NA,1970-01-01,W,BEL
11322,MUSA Balkisu,NA,1970-01-01,W,NGR
17028,VILLAMIZAR Maria,NA,1970-01-01,W,COL
4560,EDIEV Aslambek,NA,1970-01-04,M,RUS
7401,JIGAU Adrian Ioan,NA,1970-01-06,M,ROU
11417,"NAHOR Dorit",NA,1970-01-11,W,ISR
11407,"NAGY Noel",NA,1970-01-14,M,HUN
5660,GOAD Robin Elizabeth,NA,1970-01-17,W,USA
15049,SHRESTHA Gopal Bahadur,NA,1970-01-28,M,NEP
3507,CICHA Ester,NA,1970-02-25,W,CZE
11897,NXUMALO Xolile,NA,1970-03-03,W,SWZ
13514,RAZORONOV Igor,NA,1970-03-25,M,UKR
572,AL-IBADI Haider,NA,1970-03-27,M,IRQ
7336,JEGOROVS Olegs,NA,1970-03-31,M,LAT
1865,BARNETT Wesley,NA,1970-04-01,M,USA
7459,JOKEL Jaroslav,NA,1970-04-02,M,SVK
1490,ASUAGA Pablo,NA,1970-04-09,M,URU
4698,EMELIANOV Vladimir,NA,1970-04-22,M,BLR
15378,SOLLI Jan Robert,NA,1970-04-28,M,NOR
16417,TRENDAFILOVA Milena,NA,1970-05-03,W,BUL
12623,PEDERSEN Mette,NA,1970-05-06,W,DEN
287,AGAPITOV Maxim,NA,1970-05-13,M,RUS
2815,CAMILLERI Emmanuel,NA,1970-05-13,M,MLT
9998,MANCA Danila,NA,1970-05-18,W,ITA
16101,TCHOUMAK Oleg,NA,1970-05-22,M,UKR
3853,DANDENAULT Susanne,NA,1970-05-28,W,CAN
8423,KOCHLIARIDOU Filippia,NA,1970-05-29,W,GRE
12758,PESHALOV Nikolai,NA,1970-05-30,M,CRO
4774,ERNSTER Van Der Stoep Teresa,NA,1970-06-10,W,NED
3707,CRUICKSHANK Stuart,NA,1970-06-15,M,GBR
7723,KANUNOVA Lyudmila,NA,1970-06-17,W,KAZ
3451,CHRISTOU Phillip,NA,1970-06-18,M,AUS
10882,MOHAMED Haidar,NA,1970-07-01,M,IRQ
3659,COSSIO Jairo,NA,1970-07-03,M,COL
6399,HAYDAR Dakhil Mohammed,NA,1970-07-03,M,IRQ
1318,ARCILA Remigia,NA,1970-07-03,W,VEN
2092,BENDARY Tharwat,NA,1970-07-29,M,EGY
7697,KANERVA Janne Nikodemus,NA,1970-07-29,M,FIN
2301,BLYTHMAN Craig,NA,1970-08-01,M,AUS
2644,BUROV Boris,NA,1970-08-01,M,ECU
9072,LECMAN Dario,NA,1970-08-01,M,ARG
15170,SIMOVA Nely,NA,1970-08-01,W,BUL
17617,YANKOVA Nely,NA,1970-08-01,W,BUL
10440,McRAE Timothy Lenard,NA,1970-08-04,M,USA
7613,KAFARANI Ilir,NA,1970-08-18,M,ALB
16861,VARGAS William Trujillo,NA,1970-09-17,M,CUB
11511,"NASCIMBEN Saula",NA,1970-10-13,W,ITA
3462,CHU Nan-Mei,NA,1970-10-18,W,TPE
1433,ASADA Hironobu,NA,1970-10-22,M,JPN
3792,DABWIDO Trent,NA,1970-11-12,M,NRU
4443,DUCKERS Roy,NA,1970-11-18,M,NED
1851,BARKER Natasha Jane,NA,1970-11-30,W,AUS
6776,HSHAD Mustafa,NA,1970-12-18,M,LBA
16452,TSAI Huey-Woan,NA,1970-12-30,W,TPE
2195,BETKER Lars,NA,1971-01-01,M,GER
2377,BONVENTRE Sebastien,NA,1971-01-01,M,MON
5671,GOGIA Mukhran,NA,1971-01-01,M,GEO
6448,HEMID Ali Mohamed,NA,1971-01-01,M,EGY
7158,IVANOV Ivan,NA,1971-01-01,M,BUL
8013,KHACHATRYAN Gagik,NA,1971-01-01,M,ARM
8285,KING Khalid,NA,1971-01-01,M,IRL
11161,MOUSTAFA Ahmed,NA,1971-01-01,M,EGY
11937,OBANYE Patrick,NA,1971-01-01,M,NGR
13031,POPA Adrian,NA,1971-01-01,M,HUN
13078,POWER James,NA,1971-01-01,M,IRL
13831,RODIC Mate,NA,1971-01-01,M,CRO
14147,RYBALCHENKO Stanislav,NA,1971-01-01,M,UKR
14606,SAVCHENKO Ruslan,NA,1971-01-01,M,UKR
17161,WALLER Javan,NA,1971-01-01,M,AUS
17308,WHEELER Paul,NA,1971-01-01,M,AUS
7846,KASSIMOVA Irina,NA,1971-01-01,W,RUS
10008,MANEIRO Nancy,NA,1971-01-01,W,VEN
12869,PIKOVA Andrea,NA,1971-01-01,W,SVK
13698,RIESTERER Monique,NA,1971-01-01,W,GER
16054,TATSI Maria,NA,1971-01-01,W,GRE
16779,VALENTOVA Lubica,NA,1971-01-01,W,SVK
12684,PEPIN Marie-Josee,NA,1971-01-14,W,CAN
17278,WEI Tiehan,NA,1971-01-17,M,CHN
4906,FALKLAND Bjorn,NA,1971-01-22,M,SWE
5886,GREENWOOD Giles,NA,1971-01-26,M,GBR
12426,PANATIDIS Alekos,NA,1971-01-29,M,GRE
11262,MUNOZ Bibiana,NA,1971-02-24,W,COL
16922,VELASCO Alzate Alvaro,NA,1971-03-03,M,COL
10051,MANTEK Stephanie,NA,1971-03-10,W,GER
1481,ASP Jacob,NA,1971-03-11,M,DEN
6442,HELLEMENT Sharlon,NA,1971-03-24,M,NED
9960,MALIKOV Asif,NA,1971-04-13,M,AZE
11974,ODONGO Jack,NA,1971-04-18,M,KEN
10334,MATVEEV Andrei,NA,1971-04-26,M,RUS
17286,WELLING Jarkko,NA,1971-04-26,M,FIN
15712,SULI Artan,NA,1971-05-01,M,ALB
9310,LIDDEL Darren,NA,1971-05-06,M,NZL
9961,MALINEN Tuija,NA,1971-05-21,W,FIN
5503,GATTI Maria Andrea,NA,1971-05-22,W,ARG
5837,GOSSMANN Ringo,NA,1971-05-26,M,GER
10795,MISHKOVETS Yuri,NA,1971-06-01,M,RUS
3216,CHEN Jui-Lien,NA,1971-06-02,W,TPE
2872,CAOUETTE Claude,NA,1971-06-09,M,CAN
11826,NOTOMI Toshiyuki,NA,1971-06-15,M,JPN
15767,SUPPLE Paul,NA,1971-06-18,M,GBR
12011,OKHREMENKO Alexandr,NA,1971-06-19,M,KAZ
2267,BISHANAKU Sokol,NA,1971-06-20,M,ALB
10532,MENA BONILLA Erlyn Antonio,NA,1971-06-24,M,COL
4969,FATIHOU Chaehoi,NA,1971-07-15,M,COM
7280,JARVINEN Sami,NA,1971-08-14,M,FIN
14946,SHAY Oren,NA,1971-08-18,M,ISR
1660,BACK Diana,NA,1971-08-23,W,FIN
3617,COOPER Michal,NA,1971-08-25,W,ISR
13329,RAI Satheesha,NA,1971-08-27,M,IND
17832,ZAGKLIVERI Theano,NA,1971-09-20,W,GRE
4419,DRAGNEVA-Rifatova Izabela,NA,1971-10-01,W,BUL
16852,VARGAS John,NA,1971-10-08,M,COL
5648,GLADYS Janusz,NA,1971-10-12,M,POL
4240,DIMAS Pyrros,NA,1971-10-13,M,GRE
8877,LAGACE Francois,NA,1971-10-13,M,CAN
14382,SAMPANIS Leonidas,NA,1971-10-28,M,GRE
1475,ASKEEV Almazbek,NA,1971-10-31,M,KGZ
15548,STEINER Harald,NA,1971-11-09,M,AUT
2176,BERUBE Jacquelynn Ann,NA,1971-12-09,W,USA
8091,KHESARAPORN Suta,NA,1971-12-12,W,THA
8520,KOPKA Raymund,NA,1971-12-20,M,SVK
1672,BADRU Nyamuja,NA,1972-01-01,M,UGA
2825,CAMPBELL Robert,NA,1972-01-01,M,AUS
6572,HEYDAROV Tofik,NA,1972-01-01,M,AZE
7080,IOANNOU Angelos,NA,1972-01-01,M,CYP
9028,LAVRENOV Sergei,NA,1972-01-01,M,BLR
9896,MAKAROV Andrey,NA,1972-01-01,M,KAZ
11026,MONTOYA Ernesto,NA,1972-01-01,M,CUB
11419,"NAHUM Amir",NA,1972-01-01,M,ISR
14927,SHARIPOV Mital,NA,1972-01-01,M,KGZ
15534,STARK Tibor,NA,1972-01-01,M,HUN
17514,YAGCI Mehmet,NA,1972-01-01,M,AUS
1603,AYE Mon Khin,NA,1972-01-01,W,MYA
6977,IDAHOSA Helen,NA,1972-01-01,W,NGR
9556,LOPEZ Janice,NA,1972-01-01,W,PUR
11827,NOTT Tara,NA,1972-01-01,W,USA
11990,OGBEIFO Ruth,NA,1972-01-01,W,NGR
14621,SAXTON Jay,NA,1972-01-01,W,AUS
17243,WARTHOLD Meagan,NA,1972-01-01,W,AUS
5232,FRANCOIS Denis,NA,1972-01-05,M,FRA
6483,HEREDIA Miosotis,NA,1972-01-12,W,DOM
4891,FAISAL Abdul Rakhman Ahmed,NA,1972-01-13,M,QAT
5240,FRANZ Axel,NA,1972-01-18,M,GER
14151,RYMKULOV Kuanysh,NA,1972-01-19,M,KAZ
6036,GULER Fedail,NA,1972-01-21,M,TUR
9020,LAURENAU Siarhei,NA,1972-02-01,M,BLR
10251,MARY Line,NA,1972-02-06,W,FRA
9059,LEATHERS Suzanne,NA,1972-02-07,W,USA
8046,KHALIFA Abdalla,NA,1972-02-16,M,LBA
15445,SOUFIANE Kourim,NA,1972-02-16,M,MAR
3187,CHEMERKIN Andrei,NA,1972-02-17,M,RUS
12576,PATMAWATI Patmawati,NA,1972-02-18,W,INA
5843,GOUGH Thomas,NA,1972-02-20,M,USA
12047,OLEINIK Gennadi,NA,1972-02-26,M,ISR
9958,MALIK Shuja-Ud-Din,NA,1972-02-29,M,PAK
10389,MC CARTHY Scott,NA,1972-03-07,M,CAN
5749,GONZALES Edries,NA,1972-03-13,M,PUR
14851,SEVINC Dursun,NA,1972-03-16,M,TUR
4743,ERAZO Jose,NA,1972-03-20,M,ECU
2759,CALDERA Elsa Maria,NA,1972-03-20,W,NCA
10981,MOLNAR Gabor,NA,1972-03-28,M,HUN
12975,POITSCHKE Andrey,NA,1972-04-07,M,GER
15931,TAKHMAZIAN Armenak,NA,1972-04-14,M,DEN
14687,SCIFO Mauro,NA,1972-04-19,M,ITA
2691,BYRSA Vladimir,NA,1972-04-22,M,MDA
14041,ROYSETH Odd Gunnar,NA,1972-04-24,M,NOR
4084,DELGADO Carmenza,NA,1972-05-05,W,COL
3755,CUNNINGHAM Tara,NA,1972-05-10,W,USA
7338,JELYAZKOV Plamen,NA,1972-05-14,M,BUL
8524,KOPPEL Nora,NA,1972-05-19,W,ARG
15116,SILVA Andreia,NA,1972-05-19,W,BRA
15833,SZCZEPANSKA Aneta,NA,1972-05-21,W,POL
3682,COY CHOC Henrry Israel,NA,1972-05-26,M,GUA
6497,HERNANDEZ Carlos Alexis,NA,1972-06-08,M,CUB
8051,KHALILOV Igor,NA,1972-06-13,M,UZB
8314,KIRILOVA Gergana,NA,1972-06-18,W,BUL
17757,YU HING Claudine,NA,1972-06-19,W,TAH
6219,HAMMAN Shane,NA,1972-06-20,M,USA
14508,SANTAVY Dalas John,NA,1972-06-26,M,CAN
5392,GANDOLFO Lopez Marcelo Gustavo,NA,1972-07-06,M,ARG
5205,FOREMAN Matthew,NA,1972-07-20,M,USA
5264,FROLOV Dmitry,NA,1972-07-23,M,KAZ
5930,GRIMSETH Stian,NA,1972-07-24,M,NOR
17439,WU Chi-Tsen,NA,1972-07-31,W,TPE
5162,FLERKO Sergei,NA,1972-08-03,M,RUS
13209,PUZANOVSKIJS Sergejs,NA,1972-08-17,M,LAT
536,AL RADWAN Najim,NA,1972-08-22,M,KSA
11387,"NACHUM Amir",NA,1972-09-08,M,ISR
14036,ROY Bidduth Kumar,NA,1972-09-19,M,BAN
13042,POPOVA Valentina,NA,1972-09-25,W,RUS
16731,VACARCIUC Vadim,NA,1972-10-01,M,MDA
14845,SEVCIKOVA Radomira,NA,1972-10-25,W,CZE
1671,BADR Saelem Nayef,NA,1972-10-29,M,QAT
10357,MAXINEANU Lucian,NA,1972-10-29,M,ROU
15987,TANEV Petar,NA,1972-10-29,M,BUL
2160,BERRIO Hernandez Roger,NA,1972-10-30,M,COL
2384,BOOYSEN Henk,NA,1972-11-01,M,RSA
7228,JAMMEH Saihou,NA,1972-11-02,M,GAM
2526,BRITVA Sergio,NA,1972-11-23,M,ISR
15150,SIMKO Jan,NA,1972-12-08,M,SVK
13528,REED Alexis,NA,1972-12-20,M,USA
7875,KATZ Margarita,NA,1972-12-30,W,ISR
1164,ANDREOU Andreas,NA,1973-01-01,M,NT
2501,BRESKOVIC Ivica,NA,1973-01-01,M,CRO
3223,CHEN Lu,NA,1973-01-01,M,CHN
3597,CONJUHARI Jurie,NA,1973-01-01,M,MDA
3837,DALY David,NA,1973-01-01,M,IRL
3977,DE ARAUJO Martinho,NA,1973-01-01,M,IOA
6268,HANY Mohamed Mahmoud,NA,1973-01-01,M,EGY
6512,HERNANDEZ Johnny,NA,1973-01-01,M,VEN
7327,JEDRA Mariusz,NA,1973-01-01,M,POL
8184,KIM Hak-bong,NA,1973-01-01,M,KOR
8421,KOCHKAROV Skuhrat,NA,1973-01-01,M,KGZ
10811,MIYAJI Yoshihisa,NA,1973-01-01,M,JPN
15453,SOUPPRAYEN Gino Frederic,NA,1973-01-01,M,MRI
15883,TAGASHIRA Koki,NA,1973-01-01,M,JPN
15889,TAGIYEV Zafar,NA,1973-01-01,M,AZE
17733,YOSHIMOTO Hisaya,NA,1973-01-01,M,JPN
3068,CHAITER Shamira,NA,1973-01-01,W,ALG
3088,CHAN Janet,NA,1973-01-01,W,PNG
3152,CHATZIIOANNOU Ioanna,NA,1973-01-01,W,GRE
3396,CHOI Eun-Ja,NA,1973-01-01,W,KOR
3922,DAVID Michele,NA,1973-01-01,W,MRI
5252,FRIDMAN Liat,NA,1973-01-01,W,ISR
8001,KETTNER Michelle,NA,1973-01-01,W,AUS
8097,KHIN Moe Nwe,NA,1973-01-01,W,MYA
9947,MALENFANT Julie,NA,1973-01-01,W,CAN
10763,MIRIA Riku,NA,1973-01-01,W,PNG
12629,PEDRO Valeria,NA,1973-01-01,W,PLW
14504,SANTANA Wendy,NA,1973-01-01,W,DOM
15920,TAKAHASNI Yuriko,NA,1973-01-01,W,JPN
3875,DANKO Ilona,NA,1973-01-06,W,HUN
9700,LUNA Julio,NA,1973-01-07,M,VEN
9472,LLERENA Walter,NA,1973-01-10,M,ECU
8600,KOVACS Timea,NA,1973-01-11,W,HUN
16586,TZELILIS Giorgios,NA,1973-01-13,M,GRE
16742,VAINSTEIN Dimitri,NA,1973-01-20,M,ISR
3064,CHAEHOI Houdjadji,NA,1973-01-25,M,COM
11624,NEUBACHER Heidi,NA,1973-01-25,W,AUT
6663,HOLGUIN Carlos,NA,1973-01-29,M,DOM
1021,ALVES Nuno,NA,1973-02-08,M,POR
5498,GASSEM Hassan,NA,1973-02-13,M,SYR
6594,HIMDAN Khalid A.,NA,1973-02-13,M,IRQ
15587,STOEVA-Toumparova Siyka,NA,1973-02-14,W,BUL
9765,MAB Rasuly,NA,1973-02-19,M,AFG
16668,URINOV Aleksandr,NA,1973-02-24,M,UZB
1415,ARTHUR Anthony,NA,1973-03-02,M,GBR
11598,NEELAM Setti Laxmi,NA,1973-03-05,W,IND
14378,SAMLALI Hafida,NA,1973-03-05,W,MAR
1832,BARBOSA Morales Heriberto,NA,1973-03-16,M,COL
4238,DIMAS FONTANALS Eva Maria,NA,1973-03-18,W,ESA
16416,TREMBLAY Serge,NA,1973-03-27,M,CAN
16836,VANEV Vasilev Zlatan,NA,1973-03-29,M,BUL
10285,MATAM Matam Alphonse,NA,1973-04-01,M,FRA
17415,WOO Wai Shun,NA,1973-04-03,M,HKG
11427,"NAJDEK Pawel",NA,1973-04-09,M,POL
16363,TOTH Ferenc Jakab,NA,1973-04-09,M,HUN
6615,HIRZ Claudia,NA,1973-04-12,W,AUT
9493,LOGDAHL Gunnar,NA,1973-04-26,M,SWE
11636,NGALU Tevita,NGALU Tevita Kofe,1973-04-30,M,"TGA, NZL"
17515,YAGCI Mucahit,NA,1973-05-02,M,TUR
10739,MINCHEVA Donka,NA,1973-05-09,W,BUL
3490,CHURCHWARD Rachel,NA,1973-05-10,W,USA
4381,DOROSHUK Ruslan,NA,1973-05-19,M,BLR
6215,HAMIDUL Islam,NA,1973-06-03,M,BAN
8448,KOKKAS Leonidas,NA,1973-06-03,M,GRE
15528,STANISLAV Petr,NA,1973-06-08,M,CZE
14386,SAMUELSSON Susanna,NA,1973-06-08,W,FIN
10805,MITROU Victor,NA,1973-06-24,M,GRE
17236,WARD Stephen,NA,1973-07-04,M,GBR
16303,TOLUGU Daisy,NA,1973-07-06,W,SOL
12876,PILOSYAN Hakob,NA,1973-07-07,M,ARM
11345,MUTLU Halil,NA,1973-07-14,M,TUR
13339,RAJ Timea,NA,1973-07-18,W,HUN
15302,SMIRNOV Dimitri,NA,1973-07-19,M,RUS
10031,MANNANOVA Venera,NA,1973-07-22,W,RUS
3855,DANDUKOVA Svetlana,NA,1973-07-24,W,KAZ
2470,BRAHJA Shqiponje,NA,1973-07-28,W,ALB
6014,GUHACAJ Shoiponja,NA,1973-07-28,W,ALB
17357,WILLIAMS Tasha,NA,1973-07-31,W,NZL
7599,KADIR Metin,NA,1973-08-10,M,BUL
2849,CANDELARIO Guillermina,NA,1973-08-19,W,DOM
10148,MARKOVITZ Ronit,NA,1973-08-26,W,ISR
6329,HARVEY Kimmit Lowell,NA,1973-09-02,M,TCA
5374,GALVAN CABRERA Victor Jose,NA,1973-09-04,M,ESP
643,ALAYWAN Khodor,NA,1973-09-17,M,LBN
5204,FOREMAN Lea,NA,1973-09-17,W,USA
10397,MC LEAN Jason,NA,1973-10-03,M,CAN
10196,MARTINEZ Blanca,NA,1973-10-06,W,ESA
8172,KIM Chol-Min,NA,1973-10-07,M,PRK
